famille,model_id,statut,note,total_params,activated_params,d_total,d_active,score,representant,representant_statut,base_presente,revue_humaine,motif_revue
NVIDIA-Nemotron-3-Super-120B-A12B,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,incertain,valeurs total/activated identiques a BF16 (source possiblement dupliquee),123611012096,5889045124,0.0,0.0,0.0,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,substitut propose,False,True,"Aucune balise -Base. FP8 partage exactement les memes total_params/activated_params que BF16 (suspect si FP8 est cense etre quantifie), et NVFP4 affiche un total_params ~2x plus faible sans changement d'architecture declare: incoherences de donnees a verifier avant de choisir un representant definitif."
NVIDIA-Nemotron-3-Super-120B-A12B,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,quantifie,"NVFP4, total_params nettement inferieur (incoherence possible du champ total_params pour ce format)",67228556288,3202886174,0.2645,0.2645,0.529,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,substitut propose,False,True,"Aucune balise -Base. FP8 partage exactement les memes total_params/activated_params que BF16 (suspect si FP8 est cense etre quantifie), et NVFP4 affiche un total_params ~2x plus faible sans changement d'architecture declare: incoherences de donnees a verifier avant de choisir un representant definitif."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",dphn/dolphin-2.5-mixtral-8x7b,fine-tune,fine-tune communautaire,46702809088,12879748815,,,,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",dphn/dolphin-2.6-mixtral-8x7b,fine-tune,fine-tune communautaire,46702542848,12879675392,0.0,0.0,0.0,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",dphn/dolphin-2.7-mixtral-8x7b,fine-tune,fine-tune communautaire,46702542848,12879675392,0.0,0.0,0.0,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,fine-tune,fine-tune DPO,46702809088,12879748815,0.0,0.0,0.0,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",fireworks-ai/firefunction-v1,incertain,fine-tune probable (function calling) mais pas de lien nominal explicite au nom Mixtral,46702809088,12879748815,0.0,0.0,0.0,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B (vocab 32002, fine-tunes communautaires)",TheBloke/dolphin-2.5-mixtral-8x7b-GPTQ,quantifie,GPTQ de dolphin-2.5,46711525376,12882152602,0.0001,0.0001,0.0002,dphn/dolphin-2.5-mixtral-8x7b,substitut propose,False,True,"Le modele de base officiel 'Mixtral-8x7B-v0.1' (vocab 32002) n'apparait dans aucune ligne du tableau; seuls des fine-tunes tiers sont presents, avec des total_params/activated_params quasi identiques (ecarts <0.001%). Impossible de designer un representant sans connaitre les parametres du vrai modele de base."
"Mixtral-8x7B-v0.1 / Instruct (vocab 32000, GPTQ + fine-tune)",TheBloke/Mixtral-8x7B-v0.1-GPTQ,quantifie,GPTQ du modele de base officiel (non present en clair dans le tableau),46711508992,12882136216,,,,TheBloke/Mixtral-8x7B-v0.1-GPTQ,substitut propose,False,True,Ni 'Mixtral-8x7B-v0.1' ni 'Mixtral-8x7B-Instruct-v0.1' non quantifies ne figurent dans le tableau: seules des copies GPTQ et un fine-tune tiers sont disponibles. Impossible de proposer un representant fiable sans le modele de base.
"Mixtral-8x7B-v0.1 / Instruct (vocab 32000, GPTQ + fine-tune)",TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ,quantifie,GPTQ de la variante Instruct officielle (non presente en clair),46711508992,12882136216,0.0,0.0,0.0,TheBloke/Mixtral-8x7B-v0.1-GPTQ,substitut propose,False,True,Ni 'Mixtral-8x7B-v0.1' ni 'Mixtral-8x7B-Instruct-v0.1' non quantifies ne figurent dans le tableau: seules des copies GPTQ et un fine-tune tiers sont disponibles. Impossible de proposer un representant fiable sans le modele de base.
"Mixtral-8x7B-v0.1 / Instruct (vocab 32000, GPTQ + fine-tune)",argilla/notux-8x7b-v1,incertain,"fine-tune DPO probable, pas de lien nominal explicite",46702792704,12879732431,0.0001,0.0001,0.0002,TheBloke/Mixtral-8x7B-v0.1-GPTQ,substitut propose,False,True,Ni 'Mixtral-8x7B-v0.1' ni 'Mixtral-8x7B-Instruct-v0.1' non quantifies ne figurent dans le tableau: seules des copies GPTQ et un fine-tune tiers sont disponibles. Impossible de proposer un representant fiable sans le modele de base.
Mixtral-8x22B-v0.1,mistral-community/Mixtral-8x22B-v0.1,base,nom explicite = modele de base officiel (miroir communautaire),140620634112,39151530770,,,,mistral-community/Mixtral-8x22B-v0.1,modele de base,True,False,
Mixtral-8x22B-v0.1,v2ray/Mixtral-8x22B-v0.1,autre,"miroir/duplication du meme modele de base (meme nom exact, meme valeurs)",140620634112,39151530770,0.0,0.0,0.0,mistral-community/Mixtral-8x22B-v0.1,modele de base,True,False,
Mixtral-8x22B-v0.1,alpindale/WizardLM-2-8x22B,incertain,fine-tune tiers connu mais pas de lien nominal explicite avec 'Mixtral',140620634112,39151530770,0.0,0.0,0.0,mistral-community/Mixtral-8x22B-v0.1,modele de base,True,False,
Mixtral-8x22B-v0.1,HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,incertain,fine-tune ORPO probable (taille '141b-A35b' coherente avec 8x22B) mais pas de lien nominal explicite,140620634112,39151530770,0.0,0.0,0.0,mistral-community/Mixtral-8x22B-v0.1,modele de base,True,False,
inclusionAI/Ling-2.6-1T (independant),inclusionAI/Ling-2.6-1T,incertain,"meme architecture (1T, bailing_hybrid); pas de nom partage explicite avec la ligne 'Ring' -> traite comme independant",1025657871744,58551223250,,,,inclusionAI/Ling-2.6-1T,substitut propose,False,False,
inclusionAI/Ring-2.6-1T (independant),inclusionAI/Ring-2.6-1T,incertain,"meme architecture (1T, bailing_hybrid); pas de nom partage explicite avec la ligne 'Ling' -> traite comme independant",1025657871744,58551223250,,,,inclusionAI/Ring-2.6-1T,substitut propose,False,False,
inclusionAI/Ring-2.5-1T (independant),inclusionAI/Ring-2.5-1T,incertain,"meme architecture (1T, bailing_hybrid); pas de nom partage explicite avec la ligne 'Ring' -> traite comme independant",1012474606720,57798636725,,,,inclusionAI/Ring-2.5-1T,substitut propose,False,False,
inclusionAI/Ling-2.5-1T (independant),inclusionAI/Ling-2.5-1T,incertain,"meme architecture (1T, bailing_hybrid); pas de nom partage explicite avec la ligne 'Ling' -> traite comme independant",1012231160320,57784739220,,,,inclusionAI/Ling-2.5-1T,substitut propose,False,False,
inclusionAI/Ling-mini-2.0 (independant),inclusionAI/Ling-mini-2.0,incertain,"meme architecture (mini-2.0, bailing_moe); pas de nom partage explicite avec la ligne 'Ring' -> traite comme independant",16255643392,1364977689,,,,inclusionAI/Ling-mini-2.0,substitut propose,False,False,
inclusionAI/Ring-mini-2.0 (independant),inclusionAI/Ring-mini-2.0,incertain,"meme architecture (mini-2.0, bailing_moe); pas de nom partage explicite avec la ligne 'Ling' -> traite comme independant",16255643392,1364977689,,,,inclusionAI/Ring-mini-2.0,substitut propose,False,False,
inclusionAI/Ling-flash-2.0 (independant),inclusionAI/Ling-flash-2.0,incertain,"meme architecture (flash-2.0, bailing_moe); pas de nom partage explicite avec la ligne 'Ring' -> traite comme independant",102889705216,5971877252,,,,inclusionAI/Ling-flash-2.0,substitut propose,False,False,
inclusionAI/Ring-flash-2.0 (independant),inclusionAI/Ring-flash-2.0,incertain,"meme architecture (flash-2.0, bailing_moe); pas de nom partage explicite avec la ligne 'Ling' -> traite comme independant",102889705216,5971877252,,,,inclusionAI/Ring-flash-2.0,substitut propose,False,False,
inclusionAI/Ling-1T (independant),inclusionAI/Ling-1T,incertain,"meme architecture (1T, bailing_moe); pas de nom partage explicite avec la ligne 'Ring' -> traite comme independant",999705328640,48632240327,,,,inclusionAI/Ling-1T,substitut propose,False,False,
inclusionAI/Ring-1T (independant),inclusionAI/Ring-1T,incertain,"meme architecture (1T, bailing_moe); pas de nom partage explicite avec la ligne 'Ling' -> traite comme independant",999705328640,48632240327,,,,inclusionAI/Ring-1T,substitut propose,False,False,
Ling-3.0-tiny,inclusionAI/Ling-3.0-tiny,base,nom explicite,7893392800,1266992314,,,,inclusionAI/Ling-3.0-tiny,modele de base,True,False,
Ling-3.0-tiny,bloomer010/Ling-3.0-tiny-GGUF,quantifie,GGUF,8093958144,1299185664,0.0109,0.0109,0.0218,inclusionAI/Ling-3.0-tiny,modele de base,True,False,
Ling-3.0-flash,inclusionAI/Ling-3.0-flash,base,nom explicite,127486405600,4768002133,,,,inclusionAI/Ling-3.0-flash,modele de base,True,False,
Ling-3.0-flash,inclusionAI/Ling-3.0-flash-Fin,fine-tune,fine-tune domaine finance,127486405600,4768002133,0.0,0.0,0.0,inclusionAI/Ling-3.0-flash,modele de base,True,False,
Trinity-Large (Thinking/Preview),arcee-ai/Trinity-Large-Preview,incertain,aucune balise base; propose comme reference provisoire (preview = version anterieure),398635286016,11233734010,,,,arcee-ai/Trinity-Large-Preview,substitut propose,False,True,Aucune balise -Base; total_params/activated_params strictement identiques pour les deux variantes: aucun departage numerique possible.
Trinity-Large (Thinking/Preview),arcee-ai/Trinity-Large-Thinking,fine-tune,"variante reasoning, valeurs identiques a Preview",398635286016,11233734010,0.0,0.0,0.0,arcee-ai/Trinity-Large-Preview,substitut propose,False,True,Aucune balise -Base; total_params/activated_params strictement identiques pour les deux variantes: aucun departage numerique possible.
LongCat-Flash,meituan-longcat/LongCat-Flash-Chat,incertain,"aucune balise base; le plus 'like' des trois, propose comme reference provisoire",561862880256,14168336239,,,,meituan-longcat/LongCat-Flash-Chat,substitut propose,False,True,Aucune balise -Base; total_params/activated_params identiques pour les trois variantes: aucun departage numerique possible.
LongCat-Flash,meituan-longcat/LongCat-Flash-Thinking,fine-tune,"variante reasoning, valeurs identiques a Chat",561862880256,14168336239,0.0,0.0,0.0,meituan-longcat/LongCat-Flash-Chat,substitut propose,False,True,Aucune balise -Base; total_params/activated_params identiques pour les trois variantes: aucun departage numerique possible.
LongCat-Flash,meituan-longcat/LongCat-Flash-Thinking-2601,fine-tune,checkpoint date de Thinking,561862880256,14168336239,0.0,0.0,0.0,meituan-longcat/LongCat-Flash-Chat,substitut propose,False,True,Aucune balise -Base; total_params/activated_params identiques pour les trois variantes: aucun departage numerique possible.
Hy3,tencent/Hy3,base,"nom explicite (version finale, sans suffixe)",298786155776,20701051469,,,,tencent/Hy3,modele de base,True,False,
Hy3,tencent/Hy3-preview,autre,"version anterieure (preview) du meme modele, valeurs identiques",298786155776,20701051469,0.0,0.0,0.0,tencent/Hy3,modele de base,True,False,
Hymba-1.5B,nvidia/Hymba-1.5B-Base,base,suffixe -Base explicite,1522797824,1522797824,,,,nvidia/Hymba-1.5B-Base,modele de base,True,False,
Hymba-1.5B,nvidia/Hymba-1.5B-Instruct,fine-tune,variante instruct,1522797824,1522797824,0.0,0.0,0.0,nvidia/Hymba-1.5B-Base,modele de base,True,False,
Laguna-XS.2 / Laguna-XS-2.1 (doublon probable),poolside/Laguna-XS-2.1,incertain,"nom au format standard, retenu comme representant",33442617088,2583994846,,,,poolside/Laguna-XS-2.1,substitut propose,False,True,Les deux entrees partagent des valeurs total_params/activated_params rigoureusement identiques et un nom quasi identique: possible doublon de la meme fiche modele plutot qu'une reelle variante quantifiee/fine-tunee. A confirmer.
Laguna-XS.2 / Laguna-XS-2.1 (doublon probable),poolside/Laguna-XS.2,autre,meme total_params/activated_params exacts que Laguna-XS-2.1: doublon probable du meme modele (variation orthographique du nom),33442617088,2583994846,0.0,0.0,0.0,poolside/Laguna-XS-2.1,substitut propose,False,True,Les deux entrees partagent des valeurs total_params/activated_params rigoureusement identiques et un nom quasi identique: possible doublon de la meme fiche modele plutot qu'une reelle variante quantifiee/fine-tunee. A confirmer.
Laguna-S-2.1,poolside/Laguna-S-2.1,base,nom explicite,117561977600,7226149534,,,,poolside/Laguna-S-2.1,modele de base,True,False,
Laguna-S-2.1,poolside/Laguna-S-2.1-NVFP4,quantifie,NVFP4,117561977600,7226149534,0.0,0.0,0.0,poolside/Laguna-S-2.1,modele de base,True,False,
MiMo-V2.5-Pro,XiaomiMiMo/MiMo-V2.5-Pro,base,nom explicite,1023244718976,44939650112,,,,XiaomiMiMo/MiMo-V2.5-Pro,modele de base,True,False,
MiMo-V2.5-Pro,XiaomiMiMo/MiMo-V2.5-Pro-FP4-DFlash,quantifie,FP4,554344371072,24346123284,0.2662,0.2662,0.5324,XiaomiMiMo/MiMo-V2.5-Pro,modele de base,True,False,
Solar-Open2-250B,upstage/Solar-Open2-250B,base,nom explicite,250287810304,12221258355,,,,upstage/Solar-Open2-250B,modele de base,True,False,
Solar-Open2-250B,nota-ai/Solar-Open2-250B-Nota-NVFP4,quantifie,NVFP4 tiers,144591441664,7060229431,0.2383,0.2383,0.4766,upstage/Solar-Open2-250B,modele de base,True,False,
Xing4.0-29B-A4B,XingChen-AGI/Xing4.0-29B-A4B,base,nom explicite,31215031088,5137613459,,,,XingChen-AGI/Xing4.0-29B-A4B,modele de base,True,False,
Xing4.0-29B-A4B,XingChen-AGI/Xing4.0-29B-A4B-FP8,quantifie,FP8,31215031088,5137613459,0.0,0.0,0.0,XingChen-AGI/Xing4.0-29B-A4B,modele de base,True,False,
Step-3.5-Flash,stepfun-ai/Step-3.5-Flash,base,nom explicite,199384301376,12106308406,,,,stepfun-ai/Step-3.5-Flash,modele de base,True,False,
Step-3.5-Flash,stepfun-ai/Step-3.5-Flash-GGUF-Q4_K_S,quantifie,GGUF Q4_K_S,210991972352,12811108352,0.0246,0.0246,0.0491,stepfun-ai/Step-3.5-Flash,modele de base,True,False,
