model_type,hidden_size,num_hidden_layers,num_attention_heads,num_key_value_heads,head_dim,intermediate_size,vocab_size,tie_word_embeddings,is_moe,num_local_experts,num_experts_per_tok,num_shared_experts,moe_intermediate_size,model_id,likes,total_params,activated_params,activation_ratio,total_params_source
qwen3_moe,2048,48,32,4,128,6144,151936,False,True,128,8,0,768,Tongyi-Zhiwen/QwenLong-L1.5-30B-A3B,165,30532122624,3352844924,0.10981368591008053,safetensors
deepseek_v4,4096,43,64,1,512,16384,129280,False,True,256,6,1,2048,Chunjiang-Intelligence/DeepSeek-v4-Fable,165,149210695634,10463576355,0.0701261817092937,safetensors
deepseek,2048,28,16,16,128,10944,102400,False,True,64,6,2,1408,deepseek-ai/deepseek-moe-16b-chat,161,16375728128,2746157979,0.16769684728122033,safetensors
qwen3_moe,6144,62,96,8,128,8192,151936,False,True,160,8,0,2560,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,161,480184064000,35476195819,0.07388041061479292,safetensors
hymba,1600,32,25,5,64,5504,32001,True,True,1,1,0,5504,nvidia/Hymba-1.5B-Base,158,1522797824,1522797824,1.0,safetensors
qwen3_moe,2048,48,32,4,128,6144,151936,False,True,128,8,0,768,NousResearch/nomos-1,157,30532122624,3352844924,0.10981368591008053,safetensors
deepseek,2048,28,16,16,128,10944,102400,False,True,64,6,2,1408,deepseek-ai/deepseek-moe-16b-base,156,16375728128,2746157979,0.16769684728122033,safetensors
exaone_moe,6144,78,64,8,128,18432,153600,False,True,256,8,1,2048,LGAI-EXAONE/K-EXAONE-2.0-750B-A37B,155,749357484800,36457619506,0.048651838735860986,safetensors
phi-msft,2560,32,32,32,80,10240,51200,False,True,2,2,0,10240,mlabonne/phixtral-2x2_8,150,4457978880,4457978880,1.0,safetensors
olmoe,2048,16,16,16,128,1024,50304,False,True,64,8,0,1024,allenai/OLMoE-1B-7B-0924,150,6919161856,1281908823,0.1852693793957694,safetensors
qwen3_moe,4096,94,64,4,128,12288,151936,False,True,128,8,0,1536,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,150,235107904512,22191387566,0.09438809644474264,safetensors
deepseek_v2,2048,27,16,16,128,10944,102400,False,True,64,6,2,1408,deepseek-ai/DeepSeek-V2-Lite-Chat,148,15706484224,2645947730,0.16846212635905553,safetensors
unknown,6144,28,64,64,96,12288,131072,False,True,512,12,0,12288,meituan-longcat/LongCat-Flash-Thinking,148,561862880256,14168336239,0.025216715210915022,safetensors
step3p5,4096,45,64,64,128,11264,128896,False,True,288,8,0,1280,stepfun-ai/Step-3.5-Flash-GGUF-Q4_K_S,147,210991972352,12811108352,0.06071846340498254,formula
mimo_v2,6144,70,128,8,192,16384,152576,False,True,384,8,0,2048,XiaomiMiMo/MiMo-V2.5-Pro-FP4-DFlash,147,554344371072,24346123284,0.043918770631546374,safetensors
laguna,4096,70,64,8,128,16384,100352,False,True,256,16,0,1024,poolside/Laguna-M.1,146,225795725568,19759451049,0.0875102971913846,safetensors
qwen3_moe,4096,94,64,4,128,12288,151936,False,True,128,8,0,1536,miromind-ai/MiroThinker-1.7,145,235093634560,22190040653,0.0943880964473188,safetensors
mixtral,6144,56,48,8,128,16384,32000,False,True,8,2,0,16384,v2ray/Mixtral-8x22B-v0.1,142,140620634112,39151530770,0.2784195293758739,safetensors
nemotron_h,2688,52,32,2,128,1856,131072,False,True,128,6,1,1856,nvidia/Nemotron-Labs-TwoTower-30B-A3B-Base-BF16,142,63185902848,4561016340,0.07218408117032023,safetensors
mixtral,4096,32,32,8,128,14336,32000,False,True,8,2,0,14336,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ,141,46711508992,12882136216,0.27578077638652704,safetensors
jamba,2560,28,20,1,128,8192,65536,True,True,1,1,0,8192,ai21labs/AI21-Jamba-Reasoning-3B,140,3197109632,3197109632,1.0,safetensors
gpt_oss,2880,24,64,8,64,2880,201088,False,True,32,4,0,2880,p-e-w/gpt-oss-20b-heretic,136,20914757184,4187671602,0.2002256858713909,safetensors
glm4_moe,5120,92,96,8,128,12288,151552,False,True,160,8,1,1536,ArliAI/GLM-4.6-Derestricted-v3,134,356785898816,33069109397,0.09268614456664458,safetensors
qwen2_moe,2048,24,16,16,128,5632,151936,False,True,60,4,0,1408,Qwen/Qwen1.5-MoE-A2.7B-Chat,133,14315784192,1972894769,0.137812553091049,safetensors
qwen3_moe,2048,48,32,4,128,6144,151936,False,True,128,8,0,768,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,132,30533947392,3353045309,0.1098136859264554,safetensors
nemotron_h,2688,52,32,2,128,1856,131072,False,True,128,6,1,1856,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16,132,31577937344,2279424392,0.07218408115668469,safetensors
mixtral,4096,32,32,8,128,14336,32000,False,True,4,2,0,14336,mlabonne/Beyonder-4x7B-v2,128,24153690112,12879276685,0.5332219062710147,safetensors
mixtral,4096,32,32,8,128,14336,32000,False,True,8,2,0,14336,TheBloke/Mixtral-8x7B-v0.1-GPTQ,126,46711508992,12882136216,0.27578077638652704,safetensors
mixtral,4096,32,32,8,128,14336,32002,False,True,8,2,0,14336,fireworks-ai/firefunction-v1,126,46702809088,12879748815,0.27578103044575475,safetensors
glm4_moe,5120,92,96,8,128,12288,151552,False,True,160,8,1,1536,zai-org/GLM-4.7-FP8,126,358458391872,33224126330,0.09268614456615602,safetensors
llada2_moe,2048,20,16,4,128,5120,157184,False,True,256,8,1,512,inclusionAI/LLaDA2.1-mini,126,16255643392,1364977689,0.08396946562396637,safetensors
deepseek_v2,2048,27,16,16,128,10944,102400,False,True,64,6,2,1408,deepseek-ai/DeepSeek-Coder-V2-Lite-Base,121,15706484224,2645947730,0.16846212635905553,safetensors
glm_moe_dsa,6144,78,64,64,64,12288,154880,False,True,256,8,1,2048,zai-org/GLM-5.1-FP8,121,753910024032,35775550768,0.04745334274329995,safetensors
deepseek_v2,5120,60,128,128,40,12288,102400,False,True,160,6,2,1536,deepseek-ai/DeepSeek-Coder-V2-Instruct-0724,120,235741434880,18637015110,0.07905701905770975,safetensors
xing4_0,3584,40,32,32,112,9216,131072,False,True,64,4,1,1024,XingChen-AGI/Xing4.0-29B-A4B-FP8,120,31215031088,5137613459,0.16458780529534867,safetensors
unknown,6144,28,64,64,96,12288,131072,False,True,512,12,0,12288,meituan-longcat/LongCat-Flash-Thinking-2601,118,561862880256,14168336239,0.025216715210915022,safetensors
deepseek_v3,2048,27,16,16,128,11264,163840,False,True,64,6,2,1408,moonshotai/Moonlight-16B-A3B,116,15960111936,2890561333,0.1811115952438894,safetensors
mixtral,4096,32,32,8,128,14336,32002,False,True,8,2,0,14336,TheBloke/dolphin-2.5-mixtral-8x7b-GPTQ,115,46711525376,12882152602,0.2757810304481888,safetensors
glm4_moe,4096,46,96,8,128,10944,151552,False,True,96,8,1,1408,cerebras/GLM-4.5-Air-REAP-82B-A12B,115,81932181504,13190383172,0.16099148014698028,safetensors
glm_moe_dsa,6144,78,64,64,192,12288,154880,False,True,256,8,1,2048,mastouri/GLM-5.2-colibri-int4-g64-with-int8-mtp,115,782292221952,52080672768,0.0665744478937125,formula
mixtral,7168,60,56,8,128,20480,64000,False,True,2,2,0,20480,cloudyu/Mixtral_34Bx2_MoE_60B,114,60813892608,60813892608,1.0,safetensors
bailing_hybrid,8192,80,64,64,128,18432,157184,False,True,256,8,1,2048,inclusionAI/Ling-2.5-1T,114,1012231160320,57784739220,0.05708650502493157,safetensors
deepseek_v4,4096,43,64,1,512,16384,129280,False,True,256,6,1,2048,nvidia/DeepSeek-V4-Flash-NVFP4,113,166726476754,11691891205,0.07012618171168483,safetensors
mixtral,4096,32,32,8,128,14336,32000,False,True,2,2,0,14336,nakodanei/Blue-Orchid-2x7b,108,12879138816,12879138816,1.0,safetensors
bailing_hybrid,2560,42,32,32,128,6144,157184,False,True,512,8,1,768,inclusionAI/Ling-3.0-flash-Fin,107,127486405600,4768002133,0.037400082860285774,safetensors
bailing_hybrid,8192,80,64,64,128,18432,157184,False,True,256,8,1,2048,inclusionAI/Ring-2.6-1T,106,1025657871744,58551223250,0.05708650502573644,safetensors
axk2,7168,61,64,64,112,18432,163840,False,True,256,8,1,2048,skt/A.X-K2,106,691690231040,38413340432,0.055535467624348425,safetensors
gpt_oss,2880,24,64,8,64,2880,201088,False,True,32,4,0,2880,pat-jj/harness-1,105,20914757184,4187671602,0.2002256858713909,safetensors
gpt_oss,2880,36,64,8,64,2880,201088,False,True,128,4,0,2880,openai/gpt-oss-safeguard-120b,104,120412337472,5887399726,0.04889365865328395,safetensors
gpt_oss,2880,24,64,8,64,2880,201088,False,True,32,4,0,2880,microsoft/OptiMind-SFT,104,20914757184,4187671602,0.2002256858713909,safetensors
qwen3_moe,2048,48,32,4,128,6144,151936,False,True,128,8,0,768,miromind-ai/MiroThinker-1.7-mini,104,30532122624,3352844924,0.10981368591008053,safetensors
bailing_hybrid,1536,24,16,16,128,4608,157184,False,True,128,8,1,512,bloomer010/Ling-3.0-tiny-GGUF,104,8093958144,1299185664,0.16051301982122038,formula
deepseek_v3,7168,61,128,128,56,18432,129280,False,True,256,8,1,2048,unsloth/r1-1776-GGUF,103,704920158208,38680133632,0.05487165203266424,formula
bailing_moe,4096,32,32,4,128,9216,157184,False,True,256,8,1,1024,inclusionAI/Ring-flash-2.0,103,102889705216,5971877252,0.05804154302379452,safetensors
glm4_moe,4096,46,96,8,128,10944,151552,False,True,128,8,1,1408,ArliAI/GLM-4.5-Air-Derestricted,103,110468824832,13632377355,0.12340474677568081,safetensors
qwen3_moe,4096,94,64,4,128,12288,151936,False,True,128,8,0,1536,baichuan-inc/Baichuan-M3-235B,103,235093634560,22190040653,0.0943880964473188,safetensors
qwen3_5_moe_text,2048,40,16,2,256,8192,248320,False,True,256,8,0,512,AlexWortega/SIQ-1-35B,102,34660610688,2853648798,0.08233117482225938,safetensors
